 #, Operadora, Simcard, IMEI, Mensalidade, Credito, Consumo 60 dias, Data Ativacao, IP, ICCID, Saldo, Consumo, Ultima Conexao, Status
207,PORTO,'5513955469443,/ 3551330150997907,5,0,20,28/3/2018,10.115.34.130,'89555408400000503737,1.961.324,0.39,5/8/2019 12:28,Ativo
208,PORTO,'5513955469435,/ 3551330165083907,5,0,20,28/3/2018,10.115.19.226,'89555408400000503059,1.982.052,0.18,5/8/2019 20:36,Ativo
209,PORTO,'5513955469410,/ 3572490188472507,5,0,20,28/3/2018,10.115.32.111,'89555408400000503398,1.953.473,0.46,5/8/2019 21:04,Ativo
210,PORTO,'5513955469400,/ 3538570167942707,5,0,20,28/3/2018,10.115.31.246,'89555408400000504982,1.939.142,0.61,5/8/2019 21:14,Ativo
211,PORTO,'5513955469389,/ 3551330140658507,5,0,20,28/3/2018,10.115.27.26,'89555408400000504636,1.983.041,0.17,5/8/2019 21:30,Ativo
212,PORTO,'5513955469386,/ 3572490181130507,5,0,20,28/3/2018,10.115.35.141,'89555408400000503463,20,0,25/5/2019 23:03,Ativo
213,PORTO,'5513955469380,/ 3521410502456001,5,0,20,28/3/2018,10.115.12.144,'89555408400000504024,1.976.318,0.24,5/8/2019 09:24,Ativo
214,PORTO,'5513955469369,/ 3551330155504007,5,0,20,28/3/2018,10.115.13.137,'89555408400000503976,1.971.954,0.28,5/8/2019 21:04,Ativo
215,PORTO,'5513955469344,/ 3551330132006207,5,0,20,28/3/2018,10.115.19.51,'89555408400000503935,1.957.108,0.43,5/8/2019 21:31,Ativo
216,PORTO,'5513955469343,/ 3551330115248907,5,0,20,28/3/2018,10.115.5.7,'89555408400000504479,1.946.067,0.54,5/8/2019 21:25,Ativo
217,PORTO,'5513955469297,/ 8648930349371278,5,0,20,28/3/2018,10.115.15.45,'89555408400000504180,1.997.325,0.03,5/8/2019 19:54,Ativo
218,PORTO,'5513955469279,/ 3551330157072907,5,0,20,28/3/2018,10.115.15.79,'89555408400000504800,197.811,0.22,5/8/2019 21:00,Ativo
219,PORTO,'5513955469276,/ 3551330155739807,5,0,20,28/3/2018,10.115.28.111,'89555408400000503042,20,0,3/5/2019 14:37,Ativo
220,PORTO,'5513955469238,/ 3551330143879607,5,0,20,28/3/2018,10.115.21.227,'89555408400000503778,1.975.389,0.25,5/8/2019 10:04,Ativo
221,PORTO,'5513955469212,/ 3551330132270207,5,0,20,28/3/2018,10.115.11.253,'89555408400000503380,20,0,27/5/2019 19:12,Ativo
222,PORTO,'5513955469202,/ 3551330149456007,5,0,20,28/3/2018,10.115.17.111,'89555408400000504289,20,0,26/2/2019 13:44,Ativo
223,PORTO,'5513955469148,/ 3572490169134407,5,0,20,28/3/2018,10.115.32.189,'89555408400000505021,1.981.387,0.19,5/8/2019 19:50,Ativo
224,PORTO,'5513955469117,/ 3534140201584407,5,0,20,28/3/2018,10.115.38.227,'89555408400000503182,1.987.968,0.12,5/8/2019 21:30,Ativo
225,PORTO,'5513955469102,/ 3551330155441107,5,0,20,28/3/2018,10.115.14.209,'89555408400000503141,20,0,26/4/2019 10:00,Ativo
226,PORTO,'5513955469039,/ 3551330119118307,5,0,20,28/3/2018,10.115.9.95,'89555408400000503885,1.982.485,0.17,5/8/2019 18:35,Ativo
227,PORTO,'5513955468959,/ 3585110200256978,5,0,20,28/3/2018,10.115.2.49,'89555408400000504560,191.472,0.85,5/8/2019 17:03,Ativo
228,PORTO,'5513955468947,/ 3551330122630507,5,0,20,28/3/2018,10.115.25.91,'89555408400000505005,1.954.317,0.46,5/8/2019 21:22,Ativo
229,PORTO,'5513955468938,/ 3551330135371207,5,0,20,28/3/2018,10.115.36.68,'89555408400000504255,1.968.697,0.31,5/8/2019 18:49,Ativo
230,PORTO,'5513955468929,/ 3534140260562407,5,0,20,28/3/2018,10.115.6.27,'89555408400000503844,20,0,8/4/2019 08:25,Ativo
231,PORTO,'5513955468908,/ 3551330141526107,5,0,20,28/3/2018,10.115.15.81,'89555408400000503554,1.958.571,0.41,5/8/2019 21:00,Ativo
232,PORTO,'5513955468901,/ 3538570168223707,5,0,20,28/3/2018,10.115.14.7,'89555408400000504834,1.969.998,0.3,5/8/2019 21:00,Ativo
233,PORTO,'5513955468867,/ 3551330123406107,5,0,20,28/3/2018,10.115.19.130,'89555408400000504396,1.977.747,0.22,5/8/2019 21:14,Ativo
234,PORTO,'5513955468866,/ 3551330156372407,5,0,20,28/3/2018,10.115.30.96,'89555408400000504727,1.986.844,0.13,5/8/2019 18:00,Ativo
235,PORTO,'5513955468841,/ 3551330114602507,5,0,20,28/3/2018,10.115.29.180,'89555408400000504677,1.970.694,0.29,5/8/2019 21:15,Ativo
236,PORTO,'5513955468814,/ 3534140201184807,5,0,20,28/3/2018,10.115.15.153,'89555408400000503497,1.959.501,0.41,5/8/2019 21:30,Ativo
237,PORTO,'5513955468788,/ 3551330153614407,5,0,20,28/3/2018,10.115.32.61,'89555408400000504792,1.981.304,0.19,5/8/2019 12:00,Ativo
238,PORTO,'5513955468763,/ 3551330144805107,5,0,20,28/3/2018,10.115.21.143,'89555408400000504958,197.815,0.22,5/8/2019 21:18,Ativo
239,PORTO,'5513955468746,/ 3551330123019607,5,0,20,28/3/2018,10.115.30.182,'89555408400000503299,1.979.338,0.21,5/8/2019 21:00,Ativo
240,PORTO,'5513955382148,/ 3553710261625701,3.9,0,20,15/6/2019,10.115.172.196,'89555408400003462485,1.940.856,0.59,5/8/2019 18:06,Ativo
241,PORTO,'5513955381196,/ 3551260731909578,3.9,0,20,29/5/2019,10.115.74.13,'89555408400003462493,1.811.854,1.88,5/8/2019 21:17,Ativo
242,PORTO,'5513955380934,/ 3551260787646078,3.9,0,20,29/5/2019,10.115.106.145,'89555408400003462501,1.932.734,0.67,5/8/2019 21:00,Ativo
243,PORTO,'5512976046398,/ 8648930326765678,3.9,0,20,3/5/2019,10.115.174.150,'89555408400003551378,1.846.638,1.51,5/8/2019 20:00,Ativo
244,PORTO,'5512976046365,/ 8648930345787778,3.9,0,20,23/5/2019,10.115.141.131,'89555408400003462519,179.584,2.02,5/8/2019 19:13,Ativo
245,PORTO,'5512976046297,/ 3564300702073078,3.9,0,20,3/5/2019,10.115.131.249,'89555408400003551386,20,0,10/7/2018 19:27,Ativo
246,PORTO,'5512976046194,/ 8648930329662578,3.9,0,20,1/6/2019,10.115.26.112,'89555408400003462527,1.710.094,2.88,5/8/2019 16:18,Ativo
247,PORTO,'5512976046184,/ 8648930329607178,3.9,0,20,31/5/2019,10.115.233.72,'89555408400003462535,1.719.911,2.78,5/8/2019 21:23,Ativo
248,PORTO,'5512976045763,/ 8648930345787478,3.9,0,20,31/5/2019,10.115.31.227,'89555408400003462543,1.792.514,2.06,5/8/2019 19:19,Ativo
249,PORTO,'5512976045740,/ 8648930326764478,3.9,0,20,3/5/2019,10.115.136.140,'89555408400003551394,1.820.661,1.77,5/8/2019 17:41,Ativo
250,PORTO,'5512976045253,/ 8648930345807078,3.9,0,20,4/6/2019,10.115.131.123,'89555408400003462550,1.984.135,0.16,5/8/2019 15:07,Ativo
251,PORTO,'5512976045248,,3.9,0,20,15/6/2019,10.115.247.49,'89555408400003462568,20,0,19/5/2018 16:24,Ativo
252,PORTO,'5512976045245,/ 8648930326914078,3.9,0,20,4/6/2019,10.115.128.171,'89555408400003462576,1.762.893,2.35,5/8/2019 20:35,Ativo
253,PORTO,'5512976045235,/ 8648930345865378,3.9,0,20,23/5/2019,10.115.144.6,'89555408400003462584,1.997.826,0.02,5/8/2019 10:39,Ativo
254,PORTO,'5512976045212,/ 8648930345867378,3.9,0,20,23/5/2019,10.115.196.237,'89555408400003462592,1.791.357,2.07,5/8/2019 19:23,Ativo
255,PORTO,'5512976045140,/ 8648930329708978,3.9,0,20,1/6/2019,10.115.174.112,'89555408400003462600,1.924.782,0.75,5/8/2019 21:00,Ativo
256,PORTO,'5512976045133,/ 3548680655416278,3.9,0,20,15/6/2019,10.115.67.86,'89555408400003462618,1.760.821,2.38,5/8/2019 19:01,Ativo
257,PORTO,'5512976045113,/ 8641800338113678,3.9,0,20,27/5/2019,10.115.173.138,'89555408400003462626,1.943.416,0.56,5/8/2019 16:58,Ativo
258,PORTO,'5512976045103,/ 8648930344434378,3.9,0,20,3/6/2019,10.115.84.184,'89555408400003462634,1.754.292,2.44,5/8/2019 18:41,Ativo
259,PORTO,'5512976045082,/ 8648930345765778,3.9,0,20,24/5/2019,10.115.226.6,'89555408400003462642,1.834.551,1.63,5/8/2019 16:51,Ativo
260,PORTO,'5512976045081,/ 8641800334211478,3.9,0,20,24/5/2019,10.115.84.145,'89555408400003462659,1.904.332,0.95,5/8/2019 20:54,Ativo
261,PORTO,'5512976042537,/ 3551260779259078,3.9,0,20,24/5/2019,10.115.253.157,'89555408400003462675,1.866.168,1.34,5/8/2019 06:00,Ativo
262,PORTO,'5512976041913,/ 3551260727215378,3.9,0,20,24/5/2019,10.115.213.89,'89555408400003462683,1.858.729,1.41,5/8/2019 21:00,Ativo
263,PORTO,'5512976033712,/ 8641800338077878,3.9,0,20,30/5/2019,10.115.95.134,'89555408400003462691,1.750.262,2.48,5/8/2019 20:35,Ativo
264,PORTO,'5512976032583,/ 8648930325766678,3.9,0,20,4/6/2019,10.115.159.250,'89555408400003462709,1.848.973,1.49,5/8/2019 14:49,Ativo
265,PORTO,'5512976032571,,3.9,0,20,15/6/2019,10.115.192.228,'89555408400003462717,20,0,22/11/2018 21:13,Ativo
266,PORTO,'5512976021270,/ 8648930329611478,3.9,0,20,18/5/2019,10.115.137.104,'89555408400003463426,20,0,10/6/2019 01:45,Ativo
267,PORTO,'5512976021082,/ 8648930329699078,3.9,0,20,18/5/2019,10.115.230.90,'89555408400003463434,20,0,1/6/2019 14:10,Ativo
268,PORTO,'5512976021062,/ 8648930329699078,3.9,0,20,21/5/2019,10.115.206.109,'89555408400003463442,20,0,10/6/2019 01:37,Ativo
269,PORTO,'5512976020908,/ 8648930345863878,3.9,0,20,21/5/2019,10.115.109.2,'89555408400003463459,20,0,22/5/2019 08:40,Ativo
270,PORTO,'5512976020907,/ 8648930329616378,3.9,0,20,18/5/2019,10.115.43.226,'89555408400003463467,20,0,10/6/2019 01:45,Ativo
271,PORTO,'5512976020447,/ 8648930329647778,3.9,0,20,18/5/2019,10.115.230.185,'89555408400003463475,20,0,10/6/2019 01:45,Ativo
272,PORTO,'5512976020354,/ 8648930345779878,3.9,0,20,18/5/2019,10.115.180.35,'89555408400003463483,20,0,22/5/2019 08:37,Ativo
273,PORTO,'5512976020281,/ 8648930345775478,3.9,0,20,21/5/2019,10.115.5.63,'89555408400003463491,20,0,22/5/2019 08:33,Ativo
274,PORTO,'5512976020256,/ 8648930345768378,3.9,0,20,17/5/2019,10.115.126.144,'89555408400003463509,20,0,21/5/2019 11:43,Ativo
275,PORTO,'5512976020040,,3.9,0,20,15/6/2019,10.115.60.88,'89555408400003463517,20,0,26/9/2018 12:44,Ativo
276,PORTO,'5511950081971,/ 8648930345839578,3.9,0,20,3/5/2019,10.115.204.191,'89555408400003551444,1.804.268,1.93,5/8/2019 18:55,Ativo
277,PORTO,'5511950081966,/ 3551260709408778,3.9,0,20,20/5/2019,10.115.189.175,'89555408400003462782,1.869.899,1.3,5/8/2019 20:30,Ativo
278,PORTO,'5511950081804,/ 8648930345759778,3.9,0,20,21/5/2019,10.115.195.201,'89555408400003462790,184.178,1.56,5/8/2019 20:51,Ativo
279,PORTO,'5511950081595,/ 8648930345805778,3.9,0,20,20/5/2019,10.115.199.94,'89555408400003462808,1.851.679,1.46,5/8/2019 17:46,Ativo
280,PORTO,'5511950081373,/ 8648930345766278,3.9,0,20,22/5/2019,10.115.243.6,'89555408400003462816,1.842.502,1.55,5/8/2019 20:15,Ativo
281,PORTO,'5511950081341,/ 8648930345806978,3.9,0,20,22/5/2019,10.115.142.225,'89555408400003462824,1.847.619,1.5,5/8/2019 19:33,Ativo
282,PORTO,'5511938072957,/ 8648930345804278,3.9,0,20,22/5/2019,10.115.88.220,'89555408400003462832,1.672.169,3.26,5/8/2019 14:41,Ativo
283,PORTO,'5511938072874,/ 8648930326762478,3.9,0,20,3/5/2019,10.115.62.74,'89555408400003551402,1.857.691,1.4,5/8/2019 16:43,Ativo
284,PORTO,'5511938072810,/ 8648930326757478,3.9,0,20,3/5/2019,10.115.130.119,'89555408400003551410,1.835.646,1.62,5/8/2019 18:26,Ativo
285,PORTO,'5511938072700,/ 8648930345778678,3.9,0,20,22/5/2019,10.115.231.254,'89555408400003462840,1.811.645,1.86,5/8/2019 15:38,Ativo
286,PORTO,'5511938072665,/ 3564290711468378,3.9,0,20,3/5/2019,10.115.117.67,'89555408400003551428,20,0,1/12/2018 15:34,Ativo
287,PORTO,'5511938072511,/ 8648930326759678,3.9,0,20,3/5/2019,10.115.172.120,'89555408400003551436,1.847.281,1.5,5/8/2019 17:32,Ativo
288,PORTO,'5511938072346,/ 8648930345799578,3.9,0,20,22/5/2019,10.115.251.200,'89555408400003462857,1.842.611,1.55,5/8/2019 14:44,Ativo
289,PORTO,'5511938072248,/ 3581551001829378,3.9,0,20,3/5/2019,10.115.111.156,'89555408400003551287,1.910.164,0.9,5/8/2019 21:17,Ativo
290,PORTO,'5511938071993,/ 8648930345805478,3.9,0,20,3/5/2019,10.115.125.94,'89555408400003551469,1.997.955,0.02,5/8/2019 20:39,Ativo
291,PORTO,'5511938071546,/ 8648930345864878,3.9,0,20,18/5/2019,10.115.171.101,'89555408400003462865,1.926.092,0.74,5/8/2019 15:59,Ativo
292,PORTO,'5511938071539,/ 8648930345864778,3.9,0,20,18/5/2019,10.115.200.135,'89555408400003462873,1.796.418,2.01,5/8/2019 18:57,Ativo
293,PORTO,'5511938071514,/ 8648930345786878,3.9,0,20,18/5/2019,10.115.200.194,'89555408400003462881,1.774.016,2.24,5/8/2019 20:33,Ativo
294,PORTO,'5511938071503,/ 8648930345799878,3.9,0,20,18/5/2019,10.115.80.205,'89555408400003462899,1.862.752,1.35,5/8/2019 21:28,Ativo
295,PORTO,'5511938071498,/ 8648930345767778,3.9,0,20,18/5/2019,10.115.158.187,'89555408400003462907,1.912.824,0.87,5/8/2019 05:37,Ativo
296,PORTO,'5511938071483,/ 8648930345789778,3.9,0,20,18/5/2019,10.115.211.186,'89555408400003462915,1.707.248,2.91,5/8/2019 21:06,Ativo
297,PORTO,'5511938071464,/ 8648930345778978,3.9,0,20,18/5/2019,10.115.148.82,'89555408400003462923,1.809.227,1.88,5/8/2019 18:55,Ativo
298,PORTO,'5511938071462,/ 8648930345811178,3.9,0,20,18/5/2019,10.115.240.75,'89555408400003462931,1.790.181,2.08,5/8/2019 21:20,Ativo
299,PORTO,'5511938071460,/ 8648930345800278,3.9,0,20,18/5/2019,10.115.68.118,'89555408400003462949,1.695.383,3.03,5/8/2019 20:06,Ativo
300,PORTO,'5511938071458,/ 8648930345811778,3.9,0,20,18/5/2019,10.115.109.139,'89555408400003462956,1.828.373,1.69,5/8/2019 19:37,Ativo
301,PORTO,'5511938071453,/ 8648930345778078,3.9,0,20,18/5/2019,10.115.248.203,'89555408400003462964,1.803.079,1.95,5/8/2019 20:31,Ativo
302,PORTO,'5511938071450,/ 8648930345869778,3.9,0,20,18/5/2019,10.115.58.80,'89555408400003462972,183.104,1.67,5/8/2019 19:02,Ativo
303,PORTO,'5511938071449,/ 8648930345799278,3.9,0,20,18/5/2019,10.115.129.117,'89555408400003462980,1.762.223,2.36,5/8/2019 21:05,Ativo
304,PORTO,'5511938070654,/ 8648930345808578,3.9,0,20,18/5/2019,10.115.151.154,'89555408400003462998,1.865.852,1.31,5/8/2019 14:19,Ativo
305,PORTO,'5511938070572,/ 8648930345766078,3.9,0,20,18/5/2019,10.115.150.133,'89555408400003463004,1.820.638,1.77,5/8/2019 19:53,Ativo
306,PORTO,'5511938070478,/ 8648930345866878,3.9,0,20,18/5/2019,10.115.72.80,'89555408400003463012,1.852.736,1.45,5/8/2019 19:16,Ativo
307,PORTO,'5511938070404,/ 8648930345870078,3.9,0,20,18/5/2019,10.115.208.243,'89555408400003463020,1.714.742,2.84,5/8/2019 20:24,Ativo
308,PORTO,'5511938070260,/ 8648930345812078,3.9,0,20,18/5/2019,10.115.194.72,'89555408400003463095,1.715.657,2.83,5/8/2019 15:28,Ativo
309,PORTO,'5511938070125,/ 8641800348226978,3.9,0,20,3/5/2019,10.115.70.22,'89555408400003551451,20,0,30/12/2018 19:52,Ativo
 #, Operadora, Simcard, IMEI, Mensalidade, Credito, Consumo 60 dias, Data Ativacao, IP, ICCID, Saldo, Consumo, Ultima Conexao, Status
1,VIVO,'5511999712466,/ 864893032360760,5.1,0,40,18/3/2019,10.146.245.90,'89551080137013987705,3.863.384,1.36,5/8/2019 21:18,Ativo
2,VIVO,'5511999645291,/ 864893032332830,5.1,0,40,18/3/2019,10.144.191.219,'89551080137013987697,3.858.327,1.4,5/8/2019 17:04,Ativo
3,VIVO,'5511999628682,/ 355126079577470,5.1,0,40,7/3/2019,10.144.133.16,'89551080137013987689,3.906.102,0.93,3/8/2019 02:53,Ativo
4,VIVO,'5511999579055,/ 864893031975550,5.1,0,40,22/1/2019,10.144.178.85,'89551080137013987671,382.167,1.76,5/8/2019 15:04,Ativo
5,VIVO,'5511999432365,/ 864893031833420,5.1,0,40,22/1/2019,10.146.6.107,'89551080137013987663,40,0,22/1/2019 08:52,Ativo
6,VIVO,'5511998660871,/ 864893031325300,5.1,0,40,1/2/2019,10.145.233.194,'89551080237003335046,40,0,21/6/2019 07:00,Ativo
7,VIVO,'5511998547026,/ 864893031976550,5.1,0,40,22/1/2019,10.146.85.239,'89551080137013987655,40,0,22/1/2019 09:02,Ativo
8,VIVO,'5511998458174,/ 864180033430690,5.1,0,40,22/1/2019,10.144.242.240,'89551080137013987648,40,0,22/1/2019 11:25,Ativo
9,VIVO,'5511998283895,/ 864893031837160,5.1,0,40,22/1/2019,10.145.12.123,'89551080137013987630,40,0,22/1/2019 10:04,Ativo
10,VIVO,'5511997991755,/ 864893032361150,5.1,0,40,18/3/2019,10.144.179.199,'89551080137013987622,3.719.631,2.79,5/8/2019 14:47,Ativo
11,VIVO,'5511997646095,/ 352887076738150,5.1,0,40,22/1/2019,10.144.205.71,'89551080137013987614,3.797.274,2.02,5/8/2019 21:20,Ativo
12,VIVO,'5511997434114,,5.1,0,40,18/3/2019,10.145.202.130,'89551080137013987606,40,0,16/1/2019 17:20,Ativo
13,VIVO,'5511997209469,,5.1,0,40,18/3/2019,10.146.180.3,'89551080137013987598,40,0,16/1/2019 17:27,Ativo
14,VIVO,'5511997196270,/ 864893032359490,5.1,0,40,18/3/2019,10.144.7.36,'89551080137013987580,3.840.878,1.57,5/8/2019 18:43,Ativo
15,VIVO,'5511997128023,,5.1,0,40,18/3/2019,10.144.112.75,'89551080137013987572,40,0,16/1/2019 17:02,Ativo
16,VIVO,'5511997061276,/ 864893032368060,5.1,0,40,1/3/2019,10.146.208.241,'89551080137013987564,3.852.187,1.45,5/8/2019 15:56,Ativo
17,VIVO,'5511996980379,,5.1,0,40,18/3/2019,10.146.33.202,'89551080137013987556,40,0,16/1/2019 17:19,Ativo
18,VIVO,'5511996925781,,5.1,0,40,18/3/2019,10.146.157.142,'89551080137013987549,40,0,16/1/2019 17:42,Ativo
19,VIVO,'5511996760527,/ 864893032359140,5.1,0,40,18/3/2019,10.144.234.253,'89551080137013987531,3.792.504,2.05,5/8/2019 14:32,Ativo
20,VIVO,'5511996505719,,5.1,0,40,18/3/2019,10.146.220.10,'89551080137013987523,40,0,16/1/2019 17:19,Ativo
21,VIVO,'5511996459114,,5.1,0,40,18/3/2019,10.146.78.231,'89551080137013987515,40,0,16/1/2019 17:45,Ativo
22,VIVO,'5511996306997,/ 864893032332050,5.1,0,40,25/1/2019,10.144.221.111,'89551080137013987507,3.765.649,2.32,5/8/2019 19:39,Ativo
23,VIVO,'5511995702652,,5.1,0,40,18/3/2019,10.144.219.191,'89551080137013987499,40,0,16/1/2019 17:02,Ativo
24,VIVO,'5511995634058,/ 864893032359960,5.1,0,40,25/1/2019,10.146.86.161,'89551080137013987481,3.557.913,4.42,5/8/2019 13:36,Ativo
25,VIVO,'5511995088904,/ 864893032332730,5.1,0,40,26/1/2019,10.146.96.81,'89551080137013987473,3.851.464,1.46,5/8/2019 13:43,Ativo
26,VIVO,'5511995076595,/ 864893032364150,5.1,0,40,30/1/2019,10.146.175.41,'89551080137013987465,3.853.713,1.44,5/8/2019 18:53,Ativo
27,VIVO,'5511995048105,/ 864893032360920,5.1,0,40,26/1/2019,10.144.57.51,'89551080137013987457,3.957.876,0.42,5/8/2019 17:02,Ativo
28,VIVO,'5511995030441,,5.1,0,40,18/3/2019,10.145.212.219,'89551080137013987440,40,0,16/1/2019 17:45,Ativo
29,VIVO,'5511975922780,/ 864893032359930,5.1,0,40,18/3/2019,10.146.252.206,'89551080137013987432,3.802.709,1.95,5/8/2019 17:31,Ativo
30,VIVO,'5511975921092,,5.1,0,40,18/3/2019,10.146.31.225,'89551080137013987424,40,0,16/1/2019 17:21,Ativo
31,VIVO,'5511975781446,,5.1,0,40,18/3/2019,10.146.205.179,'89551080137013987416,40,0,16/1/2019 17:02,Ativo
32,VIVO,'5511975727865,,5.1,0,40,18/3/2019,10.144.224.195,'89551080137013987408,40,0,16/1/2019 17:21,Ativo
33,VIVO,'5511975620013,/ 864893032332320,5.1,0,40,18/3/2019,10.145.112.246,'89551080137013987390,40,0,25/6/2019 12:40,Ativo
34,VIVO,'5511975504496,,5.1,0,40,18/3/2019,10.146.41.41,'89551080137013987382,40,0,16/1/2019 17:21,Ativo
35,VIVO,'5511975462781,/ 864893032363180,5.1,0,40,30/1/2019,10.146.230.141,'89551080137013987374,3.800.178,1.98,5/8/2019 17:59,Ativo
36,VIVO,'5511975345181,/ 864893032359120,5.1,0,40,25/1/2019,10.146.142.232,'89551080137013987366,3.944.918,0.55,5/8/2019 20:59,Ativo
37,VIVO,'5511975323172,/ 864893032358300,5.1,0,40,25/1/2019,10.146.177.13,'89551080137013987358,3.835.447,1.62,5/8/2019 21:15,Ativo
38,VIVO,'5511974986769,/ 864893032359550,5.1,0,40,25/1/2019,10.144.235.176,'89551080137013987341,3.818.122,1.8,5/8/2019 19:05,Ativo
39,VIVO,'5511974894117,/ 864893032333070,5.1,0,40,25/1/2019,10.144.161.85,'89551080137013987333,3.831.725,1.68,5/8/2019 21:24,Ativo
40,VIVO,'5511974811876,/ 864893032363970,5.1,0,40,25/1/2019,10.146.100.3,'89551080137013987325,3.819.469,1.78,5/8/2019 19:03,Ativo
41,VIVO,'5511974551616,/ 864893032332070,5.1,0,40,25/1/2019,10.146.98.31,'89551080137013987317,3.844.662,1.53,5/8/2019 17:32,Ativo
42,VIVO,'5511974520090,/ 355126077484920,5.1,0,40,24/1/2019,10.146.2.8,'89551080137013987309,3.796.932,2.03,5/8/2019 21:00,Ativo
43,VIVO,'5511974509344,/ 864180034524140,5.1,0,40,30/1/2019,10.146.49.47,'89551080137013987291,40,0,11/6/2019 03:03,Ativo
44,VIVO,'5511974439998,/ 864893032363760,5.1,0,40,30/1/2019,10.146.170.227,'89551080137013987283,3.836.541,1.61,5/8/2019 14:16,Ativo
45,VIVO,'5511974390146,/ 864893032359280,5.1,0,40,30/1/2019,10.146.164.3,'89551080137013987275,3.843.245,1.56,5/8/2019 17:18,Ativo
46,VIVO,'5511974315480,/ 864893032360720,5.1,0,40,30/1/2019,10.146.53.227,'89551080137013987267,383.436,1.63,5/8/2019 15:56,Ativo
47,VIVO,'5511973979108,,5.1,0,40,18/3/2019,10.144.228.58,'89551080137013987259,40,0,16/1/2019 17:29,Ativo
48,VIVO,'5511973892844,,5.1,0,40,18/3/2019,10.146.216.81,'89551080137013987242,40,0,16/1/2019 17:46,Ativo
49,VIVO,'5511973842460,/ 355126074623010,5.1,0,40,22/1/2019,10.146.110.205,'89551080137013987234,40,0,19/5/2019 08:00,Ativo
50,VIVO,'5511973553061,,5.1,0,40,18/3/2019,10.144.14.142,'89551080137013987226,40,0,16/1/2019 17:24,Ativo
51,VIVO,'5511973114510,,5.1,0,40,18/3/2019,10.146.167.188,'89551080137013987218,40,0,16/1/2019 17:46,Ativo
52,VIVO,'5511972875454,,5.1,0,40,18/3/2019,10.146.133.93,'89551080137013987200,40,0,16/1/2019 17:40,Ativo
53,VIVO,'5511972804920,/ 355371029333720,5.1,0,40,3/2/2019,10.146.14.8,'89551080137013987192,3.874.714,1.25,5/8/2019 19:31,Ativo
54,VIVO,'5511972790756,/ 864893031325570,5.1,0,40,22/2/2019,10.144.142.148,'89551080137011331088,3.542.193,4.57,5/8/2019 20:01,Ativo
55,VIVO,'5511972746021,/ 355126072272880,5.1,0,40,6/3/2019,10.145.28.74,'89551080137011331070,40,0,19/3/2019 18:34,Ativo
56,VIVO,'5511972738954,/ 864893031313030,5.1,0,40,22/2/2019,10.146.183.251,'89551080137011331062,3.500.291,4.99,5/8/2019 16:36,Ativo
57,VIVO,'5511972710855,/ 864893031325390,5.1,0,40,18/2/2019,10.144.160.27,'89551080137011331054,3.723.118,2.75,5/8/2019 21:06,Ativo
58,VIVO,'5511972669725,/ 864893031715340,5.1,0,40,22/2/2019,10.144.173.131,'89551080137011331047,3.547.481,4.52,5/8/2019 16:48,Ativo
59,VIVO,'5511972651698,/ 864893031325310,5.1,0,40,22/2/2019,10.146.147.150,'89551080137011331039,3.518.558,4.81,5/8/2019 18:03,Ativo
60,VIVO,'5511972650834,/ 864893031716280,5.1,0,40,28/2/2019,10.146.183.29,'89551080137011331021,3.829.319,1.68,5/8/2019 15:08,Ativo
61,VIVO,'5511972640483,/ 864893031715670,5.1,0,40,28/2/2019,10.145.230.208,'89551080137011331013,3.766.108,2.32,5/8/2019 15:25,Ativo
62,VIVO,'5511972632579,/ 864893031716360,5.1,0,40,28/2/2019,10.145.189.39,'89551080137011331005,3.696.334,3.02,5/8/2019 18:41,Ativo
63,VIVO,'5511972613541,/ 864893031717980,5.1,0,40,7/3/2019,10.146.45.232,'89551080137011330999,3.828.763,1.69,5/8/2019 15:53,Ativo
64,VIVO,'5511972597553,/ 864893031715910,5.1,0,40,10/4/2019,10.144.167.128,'89551080137011330981,3.834.377,1.63,5/8/2019 20:05,Ativo
65,VIVO,'5511972597539,,5.1,0,40,10/4/2019,10.145.64.5,'89551080137011330973,40,0,15/2/2019 21:31,Ativo
66,VIVO,'5511972591547,/ 864893031716790,5.1,0,40,10/4/2019,10.145.186.5,'89551080137011330965,3.853.451,1.44,5/8/2019 14:14,Ativo
67,VIVO,'5511972578034,/ 864893032364000,5.1,0,40,30/1/2019,10.146.151.241,'89551080137013987184,3.734.946,2.63,5/8/2019 19:32,Ativo
68,VIVO,'5511972566638,/ 864893031715720,5.1,0,40,10/4/2019,10.146.47.88,'89551080137011330957,3.856.835,1.41,5/8/2019 16:36,Ativo
69,VIVO,'5511972553675,/ 355126071311890,5.1,0,40,14/3/2019,10.145.228.144,'89551080137011330940,3.813.987,1.86,5/8/2019 21:02,Ativo
70,VIVO,'5511972551250,,5.1,0,40,10/4/2019,10.144.134.198,'89551080137011330932,40,0,16/2/2019 15:38,Ativo
71,VIVO,'5511972542338,/ 355126074146000,5.1,0,40,19/3/2019,10.146.97.88,'89551080137011330924,3.798.297,2.02,5/8/2019 21:01,Ativo
72,VIVO,'5511972516605,/ 864893031716750,5.1,0,40,14/3/2019,10.145.206.240,'89551080137011330916,3.985.936,0.14,1/8/2019 01:23,Ativo
73,VIVO,'5511972459875,/ 864893031734740,5.1,0,40,14/3/2019,10.145.202.247,'89551080137011330908,3.533.038,4.66,5/8/2019 15:04,Ativo
